utc_time,network,seconds_on_screen,program,text
2021-09-18 00:13:00,FOXNEWSW,23,FOXNEWSW_20210918_000000_Tucker_Carlson_Tonight/start/780,DOUGLAS MURRAY THE MADNESS OF CROWDS AUTHOR PENTAGON ADMITS KABUL DRONE STRIKE
2021-09-18 00:14:00,FOXNEWSW,17,FOXNEWSW_20210918_000000_Tucker_Carlson_Tonight/start/840,RIGHTEOUS STRIKE MILLEY PREVIOUSLY PRAISED STRIKE THAT KILLED 7 KIDS
2021-09-18 00:16:00,FOXNEWSW,9,FOXNEWSW_20210918_000000_Tucker_Carlson_Tonight/start/960,DOUGLAS MURRAY THE MADNESS OF CROWDS AUTHOR PENTAGON ADMITS KABUL DRONE STRIKE
2021-09-18 00:29:00,FOXNEWSW,20,FOXNEWSW_20210918_000000_Tucker_Carlson_Tonight/start/1740,BIDEN ADMIN DOESNT WANT YOU TO SEE WHAT IS HAPPENING AT THE BORDER. FAAFAILS TO STOP FOX FROM NEWSGATHERING AT BORDER
2021-09-18 00:41:00,FOXNEWSW,11,FOXNEWSW_20210918_000000_Tucker_Carlson_Tonight/start/2460,MSNBC ANCHOR JOY REID IS A HIGH PRIESTESS IN A SATANIC CULT
2021-09-18 05:03:00,FOXNEWSW,15,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/180,MILLEY THOUGHT THE DRONE STRIKE WAS RIGHTEQUS
2021-09-18 05:10:00,FOXNEWSW,23,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/600,JOE KENT R WA CONGRESSIONAL
2021-09-18 05:12:00,FOXNEWSW,13,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/720,JOE KENT RETIRED ARMY SPECIAL FORCES AA LU ANID 1
2021-09-18 05:13:00,FOXNEWSW,34,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/780,DOUGLAS MURRAY THE MADNESS OF CROWDS AUTHOR BIDENS BOTCHED STRIKE KILLED AN AID
2021-09-18 05:16:00,FOXNEWSW,12,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/960,DOUGLAS MURRAY THE MADNESS OF CROWDS AUTHOR PENTAGON ADMITS KABUL DRONE STRIKE
2021-09-18 05:29:00,FOXNEWSW,21,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/1740,BIDEN ADMIN DOESNT WANT YOU TO SEE WHAT IS HAPPENING AT THE BORDER
2021-09-18 05:39:00,FOXNEWSW,10,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/2340,JASON WHITLOCK FEARLESS HOS THE ALPHABET MAFIA HATE FREE THINKING
2021-09-18 05:41:00,FOXNEWSW,11,FOXNEWSW_20210918_050000_Tucker_Carlson_Tonight/start/2460,THE ALPHABET MAFIA HATE FREE THINKING PEOPLE WHO ARENT AFRAID TO SPEAK UP
2021-09-22 00:02:00,FOXNEWSW,28,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/120,THOUSANDS OF HAITIAN MIGRANTS REMAIN IN TEXAS
2021-09-22 00:08:00,FOXNEWSW,12,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/480,THINGS ARE REALLY GETTING OUT OF CONTROL
2021-09-22 00:15:00,FOXNEWSW,31,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/900,STEPHEN MILLER AMERICA FIRST LEGAL DHS IS MONITORING MORE THAN 200OO
2021-09-22 00:25:00,FOXNEWSW,13,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/1500,BRIT HUME SENIOR POLITICAL ANALYST BIDEN
2021-09-22 00:33:00,FOXNEWSW,12,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/1980,BLM INSERTS ITSELF INTO CARMINES DRAMA
2021-09-22 00:35:00,FOXNEWSW,20,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/2100,BRAZILS PRESIDENT FORCED TO EAT PIZZA OUTSIDE. I EDUARDO BOLSONARO BRAZILIAN POLITICIAN DE BLASIO TO BRAZILS BOLSONARO DONT
2021-09-22 00:36:00,FOXNEWSW,16,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/2160,EDUARDO BOLSONARO SON OF BRAZILAN PRESIDENT DE BLASIO TO BRAZILS BOLSONARO DONT. FOISONARO RECOVERED FROM COVID LAST YEAR
2021-09-22 00:36:00,FOXNEWSW,16,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/2160,EDUARDO BOLSONARO SON OF BRAZILIAN PRESIDENT DE BLASIO TO BRAZILS BOLSONARO DONT
2021-09-22 00:37:00,FOXNEWSW,15,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/2220,EDUARDO BOLSONARO BRAZILIAN POLITICIAN. BOLSONAROS SON RESPONDS TO DE BLASIO
2021-09-22 00:49:00,FOXNEWSW,20,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/2940,MICHAEL TRACEY READ HIS WORK ON SUBSTACK VACCINATION WAS NEVER THE GATEWAY
2021-09-22 01:00:00,FOXNEWSW,14,FOXNEWSW_20210922_000000_Tucker_Carlson_Tonight/start/3600,AMERICANS STILL TRAPPED IN AFGHANISTAN
2021-09-22 05:10:00,FOXNEWSW,8,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/600,"OMAR: MIGRANT MISTREATMENT ATROCIOUS, DISTURBING"
2021-09-22 05:15:00,FOXNEWSW,31,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/900,STEPHEN MILLER AMERICA FIRST LEGAL BIDEN ADMIN IS LETTING HAITIAN FAMILY
2021-09-22 05:15:00,FOXNEWSW,31,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/900,STEPHEN MILLER AMERICA FIRST LEGAL DHS IS MONITORING MORE THAN 200OO
2021-09-22 05:25:00,FOXNEWSW,10,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/1500,BRIT HUME SENIOR POLITICAL ANALYST BIDEN SAYS US WILL QUADRUPLE
2021-09-22 05:26:00,FOXNEWSW,20,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/1560,BRIT HUME SENIOR POLITICAL ANALYST
2021-09-22 05:33:00,FOXNEWSW,9,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/1980,BLM INSERTS ITSELF INTO CARMINES DRAMA
2021-09-22 05:35:00,FOXNEWSW,20,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/2100,BRAZILS PRESIDENT FORCED TO EAT PIZZA OUTSIDE. DE BLASIO TO BRAZILS BOLSONARO DONT BOTHER COMING TO THE UN GENERAL ASSEMBLY
2021-09-22 05:36:00,FOXNEWSW,25,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/2160,EDUARDO BOLSONARO SON OF BRAZILAN PRESIDENT DE BLASIO TO BRAZILS BOLSONARO DONT. FOLSONARO RECOVERED FROM COVID LAST YEAR
2021-09-22 05:37:00,FOXNEWSW,14,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/2220,EDUARDO BOLSONARO BRAZILIAN POLITICIAN
2021-09-22 05:48:00,FOXNEWSW,10,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/2880,MICHAEL TRACEY READ HIS WORK ON SUBSTACK
2021-09-22 05:49:00,FOXNEWSW,21,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/2940,MICHAEL TRACEY READ HIS WORK ON SUBSTACK COLLEGES WITH NEARLY 100 PERCENT VACCINATED
2021-09-22 06:00:00,FOXNEWSW,20,FOXNEWSW_20210922_050000_Tucker_Carlson_Tonight/start/3600,AMERICANS STILL TRAPPED IN AFGHANISTAN
2021-09-23 00:01:00,FOXNEWSW,19,FOXNEWSW_20210923_000000_Tucker_Carlson_Tonight/start/60,THOUSANDS OF ILLEGAL HAITIANS CROSSING THE BORDER HAVE LITTERED THE RIO GRANDE WITH PLASTIC TRASH
2021-09-23 00:07:00,FOXNEWSW,22,FOXNEWSW_20210923_000000_Tucker_Carlson_Tonight/start/420,HAITIANS CAME FOR ALL THE GOODIES BIDEN PROISED
2021-09-24 00:14:00,FOXNEWSW,6,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/840,FIRING ARTILLERY SHELLS AND ROCKETS WHILE AZERBAIJAN: RELIABLE SOURCES
2021-09-24 00:16:00,FOXNEWSW,25,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/960,LEFT HAS CLAIMED JAN 6 WAS AS BAD AS PEARL HARBOR
2021-09-24 00:21:00,FOXNEWSW,19,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/1260,RS 7 BN RUSSIAN DISINFORMATION
2021-09-24 00:21:00,FOXNEWSW,19,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/1260,RUSSIAN DISINFORMATION BIDEN AND MEDIA ALLIES LIED ABOUT HUNTER EMAILS. PEENN GREENWALD JOURNALIST GREENWALD CIA BIG TECH AND CORPORATE MEDIA
2021-09-24 00:30:00,FOXNEWSW,23,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/1800,DON MCLAUGHLIN MAYOR OF UVALDE TEXAS. L BIDEN OPENS THE DOOR TO THOUSANDS OF HAITIANS
2021-09-24 00:56:00,FOXNEWSW,19,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/3360,NEW UPDATE IN THE CALIFORNIA SPA INCIDENT
2021-09-24 00:58:00,FOXNEWSW,29,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/3480,ANDY NGO JOURNALIST PERSON CHARGED WITH INDECENT
2021-09-24 00:59:00,FOXNEWSW,27,FOXNEWSW_20210924_000000_Tucker_Carlson_Tonight/start/3540,L ANDY NGO JOURNALIST SECOND ARREST WARRANT WAS ISSUED FOR SPA. PERSON IN FEMALE SECTION IS A REPEAT OFFENDER
2021-09-24 05:15:00,FOXNEWSW,14,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/900,INSURRECTION DAY MULTIPLE VIDEOS FROM INSIDE THE CAPITOL MADE PUBLIC
2021-09-24 05:21:00,FOXNEWSW,19,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/1260,RUSSIAN DISINFORMATION BIDEN AND MEDIA ALLIES LIED ABOUT HUNTER EMAILS
2021-09-24 05:28:00,FOXNEWSW,16,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/1680,THE WHITE HOUSE HAS LOST CONTROL OF THE BORDER
2021-09-24 05:30:00,FOXNEWSW,23,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/1800,DON MCLAUGHLIN MAYOR OF UVALDE TEXAS
2021-09-24 05:30:00,FOXNEWSW,23,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/1800,DON MCLAUGHLIN MAYOR OF UVALDE TEXAS HAITIAN DEPORTEES BIT ICE AGENTS
2021-09-24 05:41:00,FOXNEWSW,10,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/2460,COLBERT NEEDS TO BE GOVT ACTION TO MAKE EVERYONE MAKE THE RIGHT CHOICES NOT THE EASY ONES
2021-09-24 05:56:00,FOXNEWSW,21,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/3360,NEW UPDATE IN THE CALIFORNIA SPA INCIDENT
2021-09-24 05:58:00,FOXNEWSW,29,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/3480,ANDY NGO JOURNALIST PERSON CHARGED WITH INDECENT
2021-09-24 05:59:00,FOXNEWSW,17,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/3540,ANDY NGO JOURNALIST SECOND ARREST WARRANT WAS ISSUED FOR SPA
2021-09-24 05:59:00,FOXNEWSW,17,FOXNEWSW_20210924_050000_Tucker_Carlson_Tonight/start/3540,I ANDY NGO JOURNALIST SECOND ARREST WARRANT WAS ISSUED FOR SPA. PERSON IN FEMALE SECTION IS A REPEAT OFFENDER
2021-09-25 00:13:00,FOXNEWSW,27,FOXNEWSW_20210925_000000_Tucker_Carlson_Tonight/start/780,BIDEN BLAMES THE UNVACCINATED
2021-09-25 00:14:00,FOXNEWSW,16,FOXNEWSW_20210925_000000_Tucker_Carlson_Tonight/start/840,BIDEN BLAMES THE UNVACCINATED THEY ARE CAUSING A LOT OF DAMAGE
2021-09-25 00:24:00,FOXNEWSW,20,FOXNEWSW_20210925_000000_Tucker_Carlson_Tonight/start/1440,KAMALA AGENTS ON HORSEBACK EVOKED SLAVERY
2021-09-25 00:26:00,FOXNEWSW,25,FOXNEWSW_20210925_000000_Tucker_Carlson_Tonight/start/1560,PHOTOGRAPHER SAYS HE AND HIS COLLEAGUES NEVER SAW BORDER AGENTS WHIPPING ANYONE
2021-09-25 00:42:00,FOXNEWSW,7,FOXNEWSW_20210925_000000_Tucker_Carlson_Tonight/start/2520,TONY BUZBEE ATTORNEY FOR STU SCHELLER MARINE NOW IN MILITARY LOCKUP DID ANYONE RAISE
2021-09-25 00:58:00,FOXNEWSW,37,FOXNEWSW_20210925_000000_Tucker_Carlson_Tonight/start/3480,MODERNDAY SEGREGATION CAMPUSES ACROSS THE COUNTRY SEPARATE STUDENTS BASED ON RACE
2021-09-25 05:13:00,FOXNEWSW,35,FOXNEWSW_20210925_050000_Tucker_Carlson_Tonight/start/780,BIDEN BLAMES THE UNVACCINATED
2021-09-25 05:15:00,FOXNEWSW,21,FOXNEWSW_20210925_050000_Tucker_Carlson_Tonight/start/900,CLAY TRAVIS OUTKICK FOUNDER
2021-09-25 05:26:00,FOXNEWSW,37,FOXNEWSW_20210925_050000_Tucker_Carlson_Tonight/start/1560,PHOTOGRAPHER SAYS HE AND HIS COLLEAGUES NEVER SAW BORDER AGENTS WHIPPING ANYONE
2021-09-25 05:56:00,FOXNEWSW,41,FOXNEWSW_20210925_050000_Tucker_Carlson_Tonight/start/3360,WHITE MALE ASU STUDENTS HARASSED FOR THEIR SKIN COLOR
2021-09-25 05:58:00,FOXNEWSW,29,FOXNEWSW_20210925_050000_Tucker_Carlson_Tonight/start/3480,MODERNDAY SEGREGATION CAMPUSES ACROSS THE COUNTRY SEPARATE STUDENTS BASED ON RACE
2021-09-28 00:10:00,FOXNEWSW,28,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/600,NEW RELIGION AMONG AMERICANS THE CHURCH OF COVID
2021-09-28 00:12:00,FOXNEWSW,20,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/720,IN THIS NEW RELIGION YOU MUST SWEAR YOUR FEALTY TO THE GOVERNMENT ITS LEADERS
2021-09-28 00:13:00,FOXNEWSW,15,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/780,NY GOV SPORTS VAXXED NECKLACE
2021-09-28 00:17:00,FOXNEWSW,9,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/1020,LOUIS GELORMINO ATTORNEY
2021-09-28 00:26:00,FOXNEWSW,45,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/1560,CHIP ROY R TEXAS CONGRESSMAN 134 REPUBLICANS VOTED IN FAVOR OF DEFENSE
2021-09-28 00:27:00,FOXNEWSW,9,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/1620,CHIP ROY R TEXAS CONGRESSMAN REP CHIP ROY WILL VOTE AGAINST ANY BILL THAT
2021-09-28 00:48:00,FOXNEWSW,12,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/2880,J MICHAEL HANNON ATTORNEY FOR OFFICER CHARGED
2021-09-28 00:48:00,FOXNEWSW,12,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/2880,J MICHAEL HANNON T ATTORNEY FOR OFFICER CHARGED DC POLICE OFFICER CHARGED WITH MURDER
2021-09-28 00:49:00,FOXNEWSW,24,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/2940,L J MICHAEL HANNON ATTORNEY FOR OFFICER CHARGED OFFICER CHASES CRIMINAL WHO GOT HIT BY
2021-09-28 00:50:00,FOXNEWSW,7,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/3000,I J MICHAEL HANNON T ATTORNEY FOR OFFICER CHARGED OFFICER CHASES CRIMINAL WHO GOT HIT BY CAR AND
2021-09-28 01:00:00,FOXNEWSW,21,FOXNEWSW_20210928_000000_Tucker_Carlson_Tonight/start/3600,REPORT TALIBAN HANGS BODIES IN THE PUBLIC SQUARE
2021-09-28 05:08:00,FOXNEWSW,4,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/480,HURRY GET YOUR FAUCI GEAR NOW
2021-09-28 05:10:00,FOXNEWSW,15,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/600,NEW RELIGION AMONG AMERICANS THE CHURCH OF COVID
2021-09-28 05:12:00,FOXNEWSW,17,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/720,IN THIS NEW RELIGION YOU MUST SWEAR YOUR FEALTY TO THE GOVERNMENT ITS LEADERS
2021-09-28 05:13:00,FOXNEWSW,15,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/780,L NY GOV SPORTS VAXXED NECKLACE
2021-09-28 05:26:00,FOXNEWSW,37,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/1560,CHIP ROY R TEXAS CONGRESSMAN 134 REPUBLICANS VOTED IN FAVOR OF DEFENSE
2021-09-28 05:27:00,FOXNEWSW,12,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/1620,CHIP ROY R TEXAS CONGRESSMAN HOUSE PASSES BILL REQUIRING
2021-09-28 05:48:00,FOXNEWSW,13,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/2880,J MICHAEL HANNON ATTORNEY FOR OFFICER CHARGED
2021-09-28 05:49:00,FOXNEWSW,24,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/2940,J MICHAEL HANNON ATTORNEY FOR OFFICER CHARGED
2021-09-28 05:50:00,FOXNEWSW,6,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/3000,J MICHAEL HANNON ATTORNEY FOR OFFICER CHARGED OFFICER CHASES CRIMINAL WHO GOT HIT BY CAR AND
2021-09-28 06:00:00,FOXNEWSW,9,FOXNEWSW_20210928_050000_Tucker_Carlson_Tonight/start/3600,REPORT TALIBAN HANGS BODIES IN THE PUBLIC SQUARE
2021-09-29 00:01:00,FOXNEWSW,38,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/60,MILLEY 1S DISHONEST INCOMPETENT DISHONORABLE
2021-09-29 00:02:00,FOXNEWSW,37,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/120,TODAYS HEARING WAS PURE BLAME SHIFTING
2021-09-29 00:04:00,FOXNEWSW,30,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/240,NOT GOING TO PROVIDE WHAT THEY RECOMMENDED
2021-09-29 00:05:00,FOXNEWSW,30,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/300,NOT GOING TO PROVIDE WHAT THEY RECOMMENDED
2021-09-29 00:06:00,FOXNEWSW,11,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/360,GENERALS PUBLICLY CONTRADICTED THEIR BOSS
2021-09-29 00:07:00,FOXNEWSW,50,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/420,NO ONE IN THE PENTAGON WILL FACE CONSEQUENCES
2021-09-29 00:08:00,FOXNEWSW,57,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/480,PENTAGON JUST GOT A MAJOR RAISE FROM CONGRESS
2021-09-29 00:09:00,FOXNEWSW,21,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/540,ONE PERSON HAS BEEN PUNISHED AFTER THE AFGHAN MESS
2021-09-29 00:11:00,FOXNEWSW,35,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/660,MARINE JAILED FOR ASKING FOR ACCOUNTABILITY
2021-09-29 00:13:00,FOXNEWSW,15,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/780,TONY BUZBEE ATTORNEY FOR STU SCHELLER MARINE WHO BLASTED
2021-09-29 00:14:00,FOXNEWSW,18,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/840,TONY BUZBEE FORMER MARINE OFFICER OUTSPOKEN MARINE FORCED TO UNDERGO
2021-09-29 00:15:00,FOXNEWSW,27,FOXNEWSW_20210929_000000_Tucker_Carlson_Tonight/start/900,LAWYER OUTSPOKEN MARINE IS THE ONLY PERSON TO BE HELD ACCOUNTABLE FOR AFGHANISTAN DISASTER
2021-09-30 00:14:00,FOXNEWSW,15,FOXNEWSW_20210930_000000_Tucker_Carlson_Tonight/start/840,NURSES LAID OFF AS VACCINE MANDATES TAKE EFFECT
2021-09-30 00:19:00,FOXNEWSW,19,FOXNEWSW_20210930_000000_Tucker_Carlson_Tonight/start/1140,GLENN GREENWALD JOURNALIST A TALE OF TWO COUNTRIES
2021-09-30 00:27:00,FOXNEWSW,29,FOXNEWSW_20210930_000000_Tucker_Carlson_Tonight/start/1620,STU SCHELLER’S PARENTS SPEAK OUT ABOUT THEIR SONS DETAINMENT
2021-09-30 00:31:00,FOXNEWSW,8,FOXNEWSW_20210930_000000_Tucker_Carlson_Tonight/start/1860,STU SCHELLER SR (JAILED MARINE’S FATHER): THE PENTAGON IS DESTROYING AMERICA
2021-09-30 00:57:00,FOXNEWSW,14,FOXNEWSW_20210930_000000_Tucker_Carlson_Tonight/start/3420,DON HUFFINES R CANDIDATE FOR TEXAS GOVERNOR
2021-09-30 00:59:00,FOXNEWSW,26,FOXNEWSW_20210930_000000_Tucker_Carlson_Tonight/start/3540,L GOV ABBOTT MUST SEAL THE BORDER IF BIDEN WONT
2021-10-01 00:07:00,FOXNEWSW,17,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/420,MASK MANDATE REINTRODUCED AFTER 2 NEW CSES
2021-10-01 00:12:00,FOXNEWSW,25,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/720,LOCKDOWN INSANITY AUSTRALIAS SHOCKING TACTICS
2021-10-01 00:24:00,FOXNEWSW,11,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/1440,85000 MORE IGRANTS ARE REPORTEDLY ON THE WAY
2021-10-01 00:25:00,FOXNEWSW,29,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/1500,THE NEVERENDING HAITIAN CARAVAN
2021-10-01 00:25:00,FOXNEWSW,29,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/1500,TODD BENSMAN CENTER FOR IMMIGRATION STUDIES
2021-10-01 00:34:00,FOXNEWSW,8,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/2040,PRESIDENT BIDEN SIGNS BILL TO AVOID 7 PARTIAL GOVERNMENT SHUTDOWN
2021-10-01 00:39:00,FOXNEWSW,14,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/2340,JOHN KENNEDY R LOUISIANA SENATOR TREASURY SECRETARY JANET YELLEN WANTS
2021-10-01 00:49:00,FOXNEWSW,24,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/2940,ARIADNA JACOB ENTREPRENEUR TALENT AGENT LOST HER CUSTOMERS AFTER
2021-10-01 00:57:00,FOXNEWSW,14,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/3420,NY TEACHER QUITS OVER VACCINE MANDATES
2021-10-01 00:58:00,FOXNEWSW,17,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/3480,RACHEL MANISCALCO FORMER NYC TEACHER
2021-10-01 00:58:00,FOXNEWSW,17,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/3480,RACHEL MANISCALCO FORMER NYC TEACHER NY TEACHER PUBLIC NEEDS TO HAVE ANY
2021-10-01 01:00:00,FOXNEWSW,7,FOXNEWSW_20211001_000000_Tucker_Carlson_Tonight/start/3600,AMERICANS ARE STILL TRAPPED IN AFGHANISTAN AND JOE BIDEN COULD NOT CARE LESS
2021-10-01 05:07:00,FOXNEWSW,13,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/420,MASK NDTE REINTRODUCED AFTER 2 NEW CSES
2021-10-01 05:12:00,FOXNEWSW,22,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/720,LOCKDOWN INSANITY: AUSTRALIA’S SHOCKING TACTICS
2021-10-01 05:13:00,FOXNEWSW,46,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/780,GIDEON ROZNER INSTITUTE OF PUBLIC AFFAIRS
2021-10-01 05:15:00,FOXNEWSW,14,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/900,GIDEON ROZNER INSTITUTE OF PUBLIC AFFAIRS
2021-10-01 05:26:00,FOXNEWSW,12,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/1560,TODD BENSMAN CENTER FOR IMMIGRATION STUDIES
2021-10-01 05:33:00,FOXNEWSW,14,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/1980,VOTE ON 1 TRIL INFRASTRUCTURE BILL DELAYED
2021-10-01 05:34:00,FOXNEWSW,31,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/2040,GABBY PETITO DETAILS FIGHT WITH BRIAN LAUNDRIE IN NEWLY RELEASED BODYCAM VIDEO
2021-10-01 05:39:00,FOXNEWSW,35,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/2340,JOHN KENNEDY R LOUISIANA SENATOR TREASURY SECRETARY JANET YELLEN WANTS
2021-10-01 05:49:00,FOXNEWSW,27,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/2940,ARIADNA JACOB ENTREPRENEUR TALENT AGENT LOST HER CUSTOMERS AFTER
2021-10-01 05:49:00,FOXNEWSW,27,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/2940,ARIADNA JACOB ENTREPRENEUR TOXIC NYT REPORTER TAYLOR LORENZ HAS A PATTERN
2021-10-01 05:57:00,FOXNEWSW,18,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/3420,NY TEACHER QUITS OVER VACCINE MANDATES
2021-10-01 05:58:00,FOXNEWSW,16,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/3480,RACHEL MANISCALCO FORMER NYC TEACHER
2021-10-01 05:58:00,FOXNEWSW,16,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/3480,RACHEL MANISCALCO FORMER NYC TEACHER NY TEACHER PUBLIC NEEDS TO HAVE ANY
2021-10-01 05:59:00,FOXNEWSW,31,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/3540,RACHEL MANISCALCO FORMER NYC TEACHER
2021-10-01 05:59:00,FOXNEWSW,31,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/3540,RACHEL MANISCALCO FORMER NYC TEACHER DE BLASIO TEACHERS MUST RECEIVE FIRST SHOT
2021-10-01 06:00:00,FOXNEWSW,8,FOXNEWSW_20211001_050000_Tucker_Carlson_Tonight/start/3600,FROM HERO TO ZERO NYC DUMPS TEACHERS OVER VACCINE
2021-10-02 00:03:00,FOXNEWSW,13,FOXNEWSW_20211002_000000_Tucker_Carlson_Tonight/start/180,PEOPLE GET PREGNANT NOT JUST WOMEN
2021-10-02 00:24:00,FOXNEWSW,30,FOXNEWSW_20211002_000000_Tucker_Carlson_Tonight/start/1440,LUE ELIZONDO FORMER PENTAGON OFFICIAL. TIME FOR ANSWERS ON RECOVERED UFO MATERIALS
